datetime,PM2.5,PM10,CO,station
2013-03-11 19:00:00,176.0,265.0,2899.0,Wanliu
2013-03-11 20:00:00,202.0,273.0,3100.0,Wanliu
2013-03-11 21:00:00,201.0,279.0,2899.0,Wanliu
2013-03-11 22:00:00,205.0,262.0,2600.0,Wanliu
2013-03-11 23:00:00,183.0,228.0,2200.0,Wanliu
2013-03-12 00:00:00,96.0,124.0,1399.0,Wanliu
2013-03-12 01:00:00,101.0,130.0,1600.0,Wanliu
2013-03-12 02:00:00,119.0,161.0,1800.0,Wanliu
2013-03-12 03:00:00,117.0,148.0,2099.5,Wanliu
2013-03-12 04:00:00,135.0,232.0,2399.0,Wanliu
2013-03-12 05:00:00,179.0,233.0,3200.0,Wanliu
2013-03-12 06:00:00,155.0,169.0,2799.0,Wanliu
2013-03-12 07:00:00,154.0,170.0,3100.0,Wanliu
2013-03-12 08:00:00,125.0,171.0,2000.0,Wanliu
2013-03-12 09:00:00,91.0,106.0,2200.0,Wanliu
2013-03-12 10:00:00,106.0,116.0,2100.0,Wanliu
2013-03-12 11:00:00,107.0,116.0,2000.0,Wanliu
2013-03-12 12:00:00,158.0,158.0,1900.0,Wanliu
2013-03-12 13:00:00,156.0,113.0,1800.0,Wanliu
2013-03-12 14:00:00,152.0,119.0,1700.0,Wanliu
2013-03-12 15:00:00,150.0,105.0,1600.0,Wanliu
2013-03-12 16:00:00,137.0,104.0,1600.0,Wanliu
2013-03-12 17:00:00,116.0,119.0,1700.0,Wanliu
2013-03-12 18:00:00,133.0,138.0,1800.0,Wanliu
2013-03-12 19:00:00,134.0,159.0,2200.0,Wanliu
2013-03-12 20:00:00,149.0,171.0,2700.0,Wanliu
2013-03-12 21:00:00,158.0,171.0,2799.0,Wanliu
2013-03-12 22:00:00,161.0,171.0,2799.0,Wanliu
2013-03-12 23:00:00,136.0,159.0,3500.0,Wanliu
2013-03-13 00:00:00,91.0,159.0,1899.0,Wanliu
2013-03-13 01:00:00,27.0,27.0,900.0,Wanliu
2013-03-13 02:00:00,3.0,6.0,700.0,Wanliu
2013-03-13 03:00:00,3.0,6.0,600.0,Wanliu
2013-03-13 04:00:00,3.0,10.0,500.0,Wanliu
2013-03-13 05:00:00,3.0,9.0,500.0,Wanliu
2013-03-13 06:00:00,3.0,10.0,500.0,Wanliu
2013-03-13 07:00:00,19.0,32.0,700.0,Wanliu
2013-03-13 08:00:00,24.0,36.0,700.0,Wanliu
2013-03-13 09:00:00,22.0,24.0,600.0,Wanliu
2013-03-13 10:00:00,13.0,20.0,600.0,Wanliu
2013-03-13 11:00:00,7.0,15.0,500.0,Wanliu
2013-03-13 12:00:00,3.0,9.0,400.0,Wanliu
2013-03-13 13:00:00,3.0,6.0,400.0,Wanliu
2013-03-13 14:00:00,29.0,7.0,400.0,Wanliu
2013-03-13 15:00:00,3.0,10.0,400.0,Wanliu
2013-03-13 16:00:00,3.0,11.0,400.0,Wanliu
2013-03-13 17:00:00,6.0,22.0,400.0,Wanliu
2013-03-13 18:00:00,31.0,45.0,600.0,Wanliu
2013-03-13 19:00:00,41.0,64.0,700.0,Wanliu
2013-03-13 20:00:00,44.0,54.0,700.0,Wanliu
2013-03-13 21:00:00,45.0,49.0,800.0,Wanliu
2013-03-13 22:00:00,46.0,55.0,800.0,Wanliu
2013-03-13 23:00:00,49.0,55.0,800.0,Wanliu
2013-03-14 00:00:00,86.0,107.0,1100.0,Wanliu
2013-03-14 01:00:00,80.0,94.0,1300.0,Wanliu
2013-03-14 02:00:00,74.0,75.0,1300.0,Wanliu
2013-03-14 03:00:00,50.0,63.0,1200.0,Wanliu
2013-03-14 04:00:00,50.0,62.0,1100.0,Wanliu
2013-03-14 05:00:00,70.0,76.0,1200.0,Wanliu
2013-03-14 06:00:00,90.0,108.0,1899.0,Wanliu
2013-03-14 07:00:00,84.0,100.0,1899.0,Wanliu
2013-03-14 08:00:00,84.0,100.0,1800.0,Wanliu
2013-03-14 09:00:00,91.0,110.0,1700.0,Wanliu
2013-03-14 10:00:00,108.0,134.0,1800.0,Wanliu
2013-03-14 11:00:00,111.0,123.0,1600.0,Wanliu
2013-03-14 12:00:00,128.0,134.0,1700.0,Wanliu
2013-03-14 13:00:00,131.0,133.0,1500.0,Wanliu
2013-03-14 14:00:00,91.0,110.0,1100.0,Wanliu
2013-03-14 15:00:00,82.0,108.0,1100.0,Wanliu
2013-03-14 16:00:00,107.0,116.0,1100.0,Wanliu
2013-03-14 17:00:00,123.0,130.0,1200.0,Wanliu
2013-03-14 18:00:00,129.0,149.0,1300.0,Wanliu
2013-03-14 19:00:00,139.0,154.0,1300.0,Wanliu
2013-03-14 20:00:00,126.0,139.0,1399.0,Wanliu
2013-03-14 21:00:00,138.0,165.0,1500.0,Wanliu
2013-03-14 22:00:00,162.0,191.0,1700.0,Wanliu
2013-03-14 23:00:00,171.0,210.0,2100.0,Wanliu
2013-03-15 00:00:00,181.0,238.0,2500.0,Wanliu
2013-03-15 01:00:00,185.0,222.0,2600.0,Wanliu
2013-03-15 02:00:00,187.0,202.0,2600.0,Wanliu
2013-03-15 03:00:00,179.0,192.0,2399.0,Wanliu
2013-03-15 04:00:00,165.0,174.0,2299.0,Wanliu
2013-03-15 05:00:00,158.0,172.0,2200.0,Wanliu
2013-03-15 06:00:00,164.0,175.0,2299.0,Wanliu
2013-03-15 07:00:00,171.0,207.0,3100.0,Wanliu
2013-03-15 08:00:00,171.0,214.0,2799.0,Wanliu
2013-03-15 09:00:00,178.0,198.0,2299.0,Wanliu
2013-03-15 10:00:00,179.0,199.0,2299.0,Wanliu
2013-03-15 11:00:00,202.0,211.0,2100.0,Wanliu
2013-03-15 12:00:00,167.0,206.0,1800.0,Wanliu
2013-03-15 13:00:00,178.0,215.0,1800.0,Wanliu
2013-03-15 14:00:00,186.0,223.0,2000.0,Wanliu
2013-03-15 15:00:00,272.0,297.0,2500.0,Wanliu
2013-03-15 16:00:00,308.0,332.0,2299.0,Wanliu
2013-03-15 17:00:00,286.0,296.0,1800.0,Wanliu
2013-03-15 18:00:00,286.0,303.0,1899.0,Wanliu
2013-03-15 19:00:00,298.0,322.0,2000.0,Wanliu
2013-03-15 20:00:00,318.0,344.0,2200.0,Wanliu
2013-03-15 21:00:00,324.0,361.0,2500.0,Wanliu
2013-03-15 22:00:00,326.0,372.0,2899.0,Wanliu
2013-03-15 23:00:00,333.0,357.0,3100.0,Wanliu
2013-03-16 00:00:00,348.0,375.0,3200.0,Wanliu
2013-03-16 01:00:00,332.0,341.0,3000.0,Wanliu
2013-03-16 02:00:00,314.0,327.0,3000.0,Wanliu
2013-03-16 03:00:00,316.0,318.0,2899.5,Wanliu
2013-03-16 04:00:00,318.0,318.0,2799.0,Wanliu
2013-03-16 05:00:00,267.0,327.0,3000.0,Wanliu
2013-03-16 06:00:00,270.0,314.0,2700.0,Wanliu
2013-03-16 07:00:00,264.0,296.0,2600.0,Wanliu
2013-03-16 08:00:00,268.0,322.0,3000.0,Wanliu
2013-03-16 09:00:00,271.0,295.0,2600.0,Wanliu
2013-03-16 10:00:00,248.0,270.0,2299.0,Wanliu
2013-03-16 11:00:00,264.0,223.0,2100.0,Wanliu
2013-03-16 12:00:00,184.0,201.0,2100.0,Wanliu
2013-03-16 13:00:00,219.0,202.0,2000.0,Wanliu
2013-03-16 14:00:00,134.0,145.0,1700.0,Wanliu
2013-03-16 15:00:00,139.0,160.0,1800.0,Wanliu
2013-03-16 16:00:00,223.0,225.0,2600.0,Wanliu
2013-03-16 17:00:00,184.0,231.0,3100.0,Wanliu
2013-03-16 18:00:00,279.0,285.0,3700.0,Wanliu
2013-03-16 19:00:00,281.0,289.0,3700.0,Wanliu
2013-03-16 20:00:00,214.0,220.0,2299.0,Wanliu
2013-03-16 21:00:00,207.0,224.0,2100.0,Wanliu
2013-03-16 22:00:00,236.0,195.0,2000.0,Wanliu
2013-03-16 23:00:00,174.0,199.0,1899.0,Wanliu
2013-03-17 00:00:00,170.0,196.0,1899.0,Wanliu
2013-03-17 01:00:00,239.0,240.0,2799.0,Wanliu
2013-03-17 02:00:00,184.0,218.0,2700.0,Wanliu
2013-03-17 03:00:00,179.0,210.0,2450.0,Wanliu
2013-03-17 04:00:00,184.0,204.0,2200.0,Wanliu
2013-03-17 05:00:00,179.0,198.0,2200.0,Wanliu
2013-03-17 06:00:00,178.0,202.0,2200.0,Wanliu
2013-03-17 07:00:00,180.0,204.0,2399.0,Wanliu
2013-03-17 08:00:00,239.0,246.0,2600.0,Wanliu
2013-03-17 09:00:00,254.0,262.0,2700.0,Wanliu
2013-03-17 10:00:00,277.0,280.0,2799.0,Wanliu
2013-03-17 11:00:00,288.0,290.0,2899.0,Wanliu
2013-03-17 12:00:00,244.0,301.0,2799.0,Wanliu
2013-03-17 13:00:00,279.0,348.0,2899.0,Wanliu
2013-03-17 14:00:00,311.0,371.0,2899.0,Wanliu
2013-03-17 15:00:00,331.0,397.0,2799.0,Wanliu
2013-03-17 16:00:00,348.0,397.0,2500.0,Wanliu
2013-03-17 17:00:00,346.0,392.0,2500.0,Wanliu
2013-03-17 18:00:00,343.0,381.0,2500.0,Wanliu
2013-03-17 19:00:00,337.0,396.0,2700.0,Wanliu
2013-03-17 20:00:00,424.0,433.0,3000.0,Wanliu
2013-03-17 21:00:00,436.0,463.0,3500.0,Wanliu
2013-03-17 22:00:00,479.0,488.0,4099.0,Wanliu
2013-03-17 23:00:00,409.0,483.0,4099.0,Wanliu
2013-03-18 00:00:00,422.0,478.0,4000.0,Wanliu
2013-03-18 01:00:00,402.0,402.0,3700.0,Wanliu
2013-03-18 02:00:00,343.0,402.0,2799.0,Wanliu
2013-03-18 03:00:00,118.0,141.0,1649.5,Wanliu
2013-03-18 04:00:00,35.0,141.0,500.0,Wanliu
2013-03-18 05:00:00,29.0,196.0,300.0,Wanliu
2013-03-18 06:00:00,26.0,62.0,200.0,Wanliu
2013-03-18 07:00:00,3.0,6.0,300.0,Wanliu
2013-03-18 08:00:00,3.0,6.0,300.0,Wanliu
2013-03-18 09:00:00,3.0,6.0,300.0,Wanliu
2013-03-18 10:00:00,3.0,20.0,300.0,Wanliu
2013-03-18 11:00:00,20.0,6.0,300.0,Wanliu
2013-03-18 12:00:00,13.0,6.0,300.0,Wanliu
2013-03-18 13:00:00,3.0,6.0,300.0,Wanliu
2013-03-18 14:00:00,3.0,6.0,300.0,Wanliu
2013-03-18 15:00:00,14.0,6.0,300.0,Wanliu
2013-03-18 16:00:00,18.0,6.0,300.0,Wanliu
2013-03-18 17:00:00,3.0,6.0,400.0,Wanliu
2013-03-18 18:00:00,3.0,27.0,500.0,Wanliu
2013-03-18 19:00:00,69.0,303.0,800.0,Wanliu
2013-03-18 20:00:00,47.0,130.0,800.0,Wanliu
2013-03-18 21:00:00,45.0,86.0,800.0,Wanliu
2013-03-18 22:00:00,37.0,57.0,800.0,Wanliu
2013-03-18 23:00:00,37.0,57.0,800.0,Wanliu
2013-03-19 00:00:00,33.0,35.0,800.0,Wanliu
2013-03-19 01:00:00,33.0,38.0,900.0,Wanliu
2013-03-19 02:00:00,9.0,31.0,800.0,Wanliu
2013-03-19 03:00:00,10.0,35.0,700.0,Wanliu
2013-03-19 04:00:00,8.0,23.0,600.0,Wanliu
2013-03-19 05:00:00,7.0,26.0,500.0,Wanliu
2013-03-19 06:00:00,33.0,44.0,500.0,Wanliu
2013-03-19 07:00:00,6.0,27.0,600.0,Wanliu
